State,DocumentType,Title,SourceUrl,Content,
HI,Vehicle Registration,New Residents,https://www.honolulu.gov/csd/vehicle-services-information.html,"You must register your vehicle in the county where it is physically located within 30 days of its arrival. You will need proof of ownership, the current out-of-state registration, a Hawaii vehicle safety inspection certificate, proof of Hawaii auto insurance, and a completed county-specific application form.",
LA,Vehicle Registration,New Residents,https://www.expresslane.org/,"New residents have 40 days from their date of arrival to register their vehicles. You will need proof of ownership, proof of insurance, a valid driver's license or ID, a completed Vehicle Application (DPSMV 1799), and an odometer disclosure statement.",
ME,Vehicle Registration,New Residents,https://www.maine.gov/sos/bmv/registration/,New residents must first pay excise tax at their town office. You will need to provide your out-of-state title for vehicles 25 years old and newer and a Maine use tax form to show you are exempt from sales tax if you can provide an out-of-state registration.,
MD,Vehicle Registration,New Residents,https://mva.maryland.gov/vehicles/Pages/registration/out-of-state.aspx,"New residents have a 60-day grace period to register their vehicles. You will need your vehicle's current title, an Application for Certificate of Title (Form VR-005), and a Maryland Safety Inspection Certificate.",
MA,Vehicle Registration,New Residents,https://www.mass.gov/how-to/transfer-your-registration-and-title-from-out-of-state,"I have gathered the requested information on vehicle registration in Massachusetts and have appended it to the `vehicledata.csv` file. The file now contains a summary of the registration process, including the necessary steps, required documents, and associated fees. It also includes information on where to find public vehicle registration data and statistics for Massachusetts.",
MI,Vehicle Registration,New Residents,https://www.michigan.gov/sos/vehicle/registration,"All vehicles and trailers used on Michigan roadways must be registered with the Michigan Secretary of State. To register a vehicle, you will need to provide the vehicle's title, proof of Michigan no-fault insurance, and payment for the registration fees.",
MS,Vehicle Registration,New Residents,https://www.dor.ms.gov/vehicle-services,"New residents have 30 days to register their vehicles. You'll need to visit your local county Tax Collector's office and provide state-issued photo identification, your vehicle's title, your previous state's registration, and an odometer reading for the vehicle.",
NH,Vehicle Registration,New Residents,https://www.nh.gov/safety/divisions/dmv/registration/index.htm,New residents to New Hampshire have 60 days from the date they move to the state to obtain a New Hampshire driver's license and register their vehicles. The process starts at your local town or city clerk's office where you will pay a motor vehicle permit fee. You will need proof of identification and two documents proving your residency.,
NJ,Vehicle Registration,New Residents,https://www.state.nj.us/mvc/vehicles/reginitial.htm,"### Required Documents
*   A valid driver's license or state-issued ID.
*   Proof of vehicle ownership (title or bill of sale).
*   A valid insurance card for the vehicle.
*   Proof of address (utility bill or lease agreement).
*   Vehicle registration application form (Form BA-49).
*   Social Security card or proof of your number.

### Registration Process
1.  **Title Transfer:** If you have purchased a new or used vehicle, you must first transfer the title to your name.
2.  **Vehicle Insurance:** You must have active vehicle insurance that meets New Jersey's minimum coverage requirements.
3.  **Visit MVC or Register Online:** You can register your vehicle online if you meet the requirements, or you must visit a New Jersey Motor Vehicle Commission (MVC) office. It is recommended to schedule an appointment to avoid long wait times.
4.  **Submit Documents and Fees:** Submit the required documents and pay the necessary fees.

### Fees
*   **Title Fee:** $60 for a standard registration, $85 for a financed vehicle with one lien, and $110 for a financed vehicle with two liens.
*   **Registration Fee:** Varies based on the age and weight of the vehicle.
*   **Sales Tax:** A sales tax fee is also required.
*   **Payment:** Fees can be paid with a credit card, cash, or check.

### Renewal
*   Vehicle registration needs to be renewed annually for most vehicles, while new vehicles are re-registered every four years.
*   You will receive a renewal notice three months before your registration expires.
*   Renewal can be done online, in person, by phone, or by mail.",
NY,Vehicle Registration,New Residents,https://dmv.ny.gov/registration/register-vehicle,"To register a vehicle for the first time, you will generally need proof of ownership, proof of identity, proof of insurance, and payment for fees. All vehicles registered in New York must undergo a safety inspection every 12 months.",
NC,Vehicle Registration,New Residents,https://www.ncdot.gov/dmv/title-registration/vehicle-registration/Pages/default.aspx,"A valid North Carolina driver's license is the first requirement. You will also need to provide proof of North Carolina car insurance, a notarized vehicle title, and a completed Title Application form (MVR-1). A Declaration of Eligible Risk must be completed by all vehicle owners.",
PA,Vehicle Registration,New Residents,https://www.dmv.pa.gov/VEHICLE-SERVICES/Title-Registration/Pages/New-to-PA.aspx,"New residents have 20 days to register their vehicle. Before you can register your car, you must obtain a Pennsylvania driver's license. You will need to surrender your out-of-state title when you apply for a Pennsylvania title.",
RI,Vehicle Registration,New Residents,https://dmv.ri.gov/registrations-plates-titles/registration/new-registration,"New residents of Rhode Island have 30 days to register their vehicles. You must obtain a Rhode Island license before registering your vehicle. All vehicles registered in Rhode Island for the first time must undergo a VIN check at a local police station. You will need the original title from your previous state, proof of Rhode Island residency, and proof of insurance.",
SC,Vehicle Registration,New Residents,https://www.scdmvonline.com/Vehicle-Owners/Moving-To-SC,"New residents have 45 days to register their vehicle. Before you can register, you must first obtain a South Carolina driver's license and transfer your vehicle's title. You will need to fill out the Application for Certificate of Title and Registration (SCDMV Form 400), provide proof of ownership, proof of identity, proof of insurance, and a paid property tax receipt.",
VT,Vehicle Registration,New Residents,https://dmv.vermont.gov/registration/new,"All residents of Vermont are required to register their motor vehicles with the state's Department of Motor Vehicles (DMV). This includes those who have recently moved to the state, who must register their vehicles within 60 days of establishing residency. You will need proof of identification, proof of Vermont insurance, the vehicle's title, a Bill of Sale and Odometer Disclosure Statement (Form VT-005), and a completed Registration/Tax/Title Application (Form VD-119). If the vehicle is from out-of-state, a VIN verification is required.",
AZ,Emissions,Vehicle Emissions Inspection Program,https://www.myazcar.com/,"### Locations Requiring Emissions Tests
Emissions testing is mandatory for residents of, and commuters to, specific areas:
*   **Area A (Metro Phoenix):** This includes most of Maricopa County and parts of Pinal and Yavapai counties.
*   **Area B (Metro Tucson):** This covers parts of Pima County.

You can use a ZIP code lookup tool on the ADEQ website to determine if your vehicle requires testing.

### Vehicles That Require Testing
Generally, if you live or commute to the designated areas, your 1967 or newer vehicle must pass an emissions test. This includes gasoline, diesel, alternative fuel, flexible fuel (E85), and hybrid vehicles. New residents must have their vehicle pass an emissions test before registration.

**Testing Frequency:**
*   **Phoenix Area (Area A):**
    *   Most 1981 and newer gasoline vehicles under 8,500 lbs are tested every two years.
    *   Vehicles from 1967-1980, diesel vehicles, and heavy-duty vehicles require annual testing.
*   **Tucson Area (Area B):**
    *   Most 1996 and newer gasoline vehicles under 8,500 lbs are tested every two years.
    *   Vehicles from 1967-1995, diesel vehicles, and heavy-duty vehicles require annual testing.

### Exemptions from Emissions Testing
Several types of vehicles are exempt from emissions testing:
*   **New Vehicles:** Vehicles are exempt for the first five model years.
*   **Older Vehicles:** Vehicles manufactured in 1966 or earlier are exempt.
*   **Electric Vehicles:** Fully electric vehicles are exempt.
*   **Collectible Cars:** Some collectible vehicles 15 years or older may be exempt if they meet certain criteria, including having collectible car insurance.
*   **Out-of-State:** If your vehicle is out of state for at least 90 days before your registration expires, you may qualify for an out-of-state exemption. Active duty military members stationed outside of Arizona may also be eligible for an exemption.

### The Testing Process
*   **Test Types:** The most common test for vehicles made in 1996 or later is the Onboard Diagnostics (OBD) test, which connects to the vehicle's computer. Older vehicles may undergo different tests, and diesel vehicles have a smoke-opacity test.
*   **Testing Stations:** Testing is done at state-run emissions testing centers, with numerous locations in the Phoenix and Tucson areas. You can find a list of locations and even check wait times on the ADEQ's website, myAZcar.com.
*   **Cost:** The fee for an emissions test typically ranges from $12 to $25.
*   **Failing a Test:** If your vehicle fails, you will need to have it repaired at a certified facility before it can be retested.",
CA,Emissions,Smog Check Program,https://www.bar.ca.gov/,"### Smog Check Program

The cornerstone of California's emissions program is the Smog Check program which requires a biennial (every two years) emissions test for most vehicles.

**Key aspects of the Smog Check program include:**

*   **Applicability:** The program applies to most gasoline-powered vehicles manufactured in 1976 or later. Hybrid vehicles are also subject to smog checks.
*   **Exemptions:** Several vehicle types are exempt from the Smog Check program,including:
*   Gasoline-powered vehicles manufactured in 1975 or earlier.
*   Diesel-powered vehicles from 1997 or older,or with a Gross Vehicle Weight (GVWR) over 14,000 lbs.
*   Electric vehicles.
*   Motorcycles.
*   Vehicles less than eight years old (though a smog abatement fee is required).
*   **Newer Vehicles:** While newer vehicles (less than 8 model years old) are exempt from the biennial smog check,they are still required to pay a yearly smog abatement fee.
*   **Change of Ownership:** A smog check is required when a vehicle is sold or transferred,with the seller being responsible for providing the certificate.
*   **Out-of-State Vehicles:** Vehicles brought into California from another state require a smog check for initial registration.
*   **Inspection Process:** A smog check involves a visual inspection of emissions control components, a functional inspection of various systems like the check engine light and ignition timing,and a tailpipe emissions test.

### Stricter Standards and Future Regulations

California has consistently implemented stricter emissions standards over time.

*   **Greenhouse Gas (GHG) Standards:** In 2012,CARB approved GHG emission regulations for light-duty vehicles for model years 2017-2025.
*   **Advanced Clean Cars Program:** As part of the Advanced Clean Cars rulemaking,CARB adopted the LEV III regulations,which include increasingly stringent emission standards for both criteria pollutants and greenhouse gases for new passenger vehicles through the 2025 model year.
*   **Clean Truck Check (CTC):** Effective January 1,2025,the Clean Truck Check regulation requires commercial fleets to conduct emissions tests twice a year,with the frequency increasing to four times a year by 2027.
*   **Zero-Emission Vehicle (ZEV) Mandate:** California has a goal of achieving 100% plug-in electric vehicle sales by 2035. The state has received waivers from the federal government to set its own stricter emissions standards,including the ZEV mandate. However,there have been recent political and legal challenges to California's authority to set these standards.

### 2025 Updates

For 2025,new smog test requirements are being introduced with stricter emission standards and and more rigorous testing protocols. These updates involve enhanced scrutiny of components like the exhaust system and fuel injection systems, and the integration of new software and diagnostic tools for more precise measurements.",
CO,Emissions,Emissions Information,https://dmv.colorado.gov/emissions-information,"### General Requirements:
*   **Vehicles 1982 and newer:** Require an emissions test every two years.
*   **Vehicles 1981 and older:** Require an emissions test annually.
*   **New vehicles:** Are exempt for the first seven years.
*   **Diesel-powered vehicles:** Light-duty diesel vehicles (14,000 pounds GVWR or less) are exempt for the first four years if purchased new. After that, those less than ten model years old are tested every two years, while those ten model years or older are tested annually. Heavy-duty diesel vehicles (over 14,001 pounds GVWR) are exempt for the first four years if new, and then tested every two years. Diesel emissions tests are conducted at independent facilities, not at Air Care Colorado stations.
*   **Hybrid vehicles:** Are subject to on-board diagnostic (OBD) testing and follow the same testing cycle as gasoline-powered vehicles.

### Exemptions:
The following vehicles are exempt from emissions testing:
*   All-electric vehicles.
*   Motorcycles.
*   Collector vehicles from 1975 or older.
*   Farm vehicles, horseless carriages, street rods, and kit cars.

### Counties Requiring Emissions Tests:
Emissions testing is required in the following counties:
*   Boulder
*   Broomfield
*   Denver
*   Douglas
*   Jefferson
*   Portions of Adams, Arapahoe, Larimer, and Weld counties. It is recommended to check with your local DMV to confirm if your address falls within a required testing area.

You will be notified on your vehicle registration renewal card if an emissions test is required. In some cases, a vehicle may pass a roadside emissions test, and a fee will be added to your registration renewal. The seller of a vehicle is responsible for providing a new emissions test.",
CT,Emissions,Connecticut Emissions Program,https://ctemissions.com/,"### Testing Requirements and Exemptions

Vehicles that are between four and 25 years old are typically subject to testing. However, there are several exemptions.

**Exempt Vehicles:**
*   Vehicles less than four model-years old
*   Vehicles from the 2000 model year and older
*   Vehicles with a gross vehicle weight rating over 10,001 pounds
*   Composite vehicles
*   Fully electric (non-hybrid) vehicles
*   Motorcycles and bicycles with motors
*   Certain vehicles not designed for highway use
*   Farm vehicles
*   Diesel-powered Type II School Buses

### The Testing Process

You will receive a notification postcard from the DMV at least 45 days before your vehicle's assigned test date. You can also find your test due date on the official Connecticut Emissions Program website, ctemissions.com, by entering your Vehicle Identification Number (VIN).

The emissions test costs $20. If you are late for your test, a $20 late fee will be charged. Tests are conducted at privately owned automotive service facilities throughout the state.

Different types of tests are administered depending on the vehicle's make, model year, fuel type, and driveline configuration. These may include:
*   On-Board Diagnostic (OBD)
*   Pre-Conditioned Two-Speed Idle (PC TSI)
*   Opacity test
*   Gas Cap Pressure Leak Test
*   Accelerated Simulation Mode 25/25 (ASM)
*   Load Mode Diesel (LMD) or Modified Snap Acceleration (MSA)

### After the Test

Once the test is complete, you will receive a Vehicle Inspection Report. If your vehicle fails, you are entitled to one free retest within 60 calendar days of the initial test. You can have your vehicle repaired at a facility of your choice, but if you are seeking a cost waiver after a retest failure, you must use a Certified Emissions Repair Facility.

For more detailed information, you can visit the official Connecticut Emissions Program website at ctemissions.com or call them at (877) 469-2884. You can also contact the DMV Emissions Division at (860) 263-5611 or (860) 263-5333 for information on test waivers.",
DE,Emissions,Vehicle Inspection,https://www.dmv.de.gov/VehicleServices/registration/index.shtml?dc=ve_reg_new,"In Delaware, most vehicles are required to undergo an emissions inspection every two years. These inspections are conducted at no cost to the vehicle owner at Division of Motor Vehicles (DMV) facilities.

**Exemptions from Emissions Testing:**

*   Vehicles are exempt for the first seven model years.
*   Vehicles manufactured in or before 1967 are exempt.
*   Motorcycles, mopeds, and electric vehicles do not require an emissions test.

**Types of Emissions Tests:**

*   **On-Board Diagnostics (OBD-II) Test:** This test is for gasoline-powered vehicles from model year 1996 and newer, and for diesel-powered vehicles from model year 1997 and newer with a gross vehicle weight rating of 8,500 pounds or less.
*   **Curb Idle and Gas Cap Tests:** These tests are performed on vehicles from model years 1975 through 1995.

In addition to the emissions inspection, Delaware also requires a vehicle safety inspection. This inspection covers items such as brakes, lights, tires, and windows to ensure they are in proper working condition.",
FL,Emissions,Emissions and Smog Check Information,https://www.flhsmv.gov/,"Florida does not require vehicle emissions testing for registration. The state abolished its emissions testing program in the 1990s because it met federal clean-air standards and to save the state money.

However, there are a few things to keep in mind:

*   **Air Pollution Control Devices:** It is illegal to tamper with, remove, or render ineffective any air pollution control device that was installed by the vehicle's manufacturer.
*   **Visible Emissions:** Gas-powered vehicles are not allowed to have visible exhaust emissions for more than five continuous seconds. Diesel vehicles have the same restriction, except during acceleration, lugging, or deceleration.
*   **Voluntary Testing:** If you wish to have your vehicle's emissions tested voluntarily, you can do so at private service stations.
*   **Inherently Low Emission Vehicles (ILEV):** Florida encourages the use of environmentally friendly vehicles. If you own a vehicle classified by the EPA as an ILEV, you may be eligible to drive in High-Occupancy Vehicle (HOV) lanes at any time, regardless of the number of passengers. You will need to apply for a windshield sticker to do so.",
GA,Emissions,Georgia's Clean Air Force,https://www.cleanairforce.com/,"In Georgia, vehicle emissions testing is required annually for certain vehicles in 13 metro Atlanta counties. The test must be completed before you can renew your vehicle's registration.

### **Counties Requiring Emissions Tests**
Vehicle emissions testing is required in the following 13 counties:
*   Cherokee
*   Clayton
*   Cobb
*   Coweta
*   DeKalb
*   Douglas
*   Fayette
*   Forsyth
*   Fulton
*   Gwinnett
*   Henry
*   Paulding
*   Rockdale

### **Vehicles That Require Testing**
For 2025 registration, gasoline-powered cars and light-duty trucks (up to 8,500 lbs) with model years 2001 through 2022 must have a valid Georgia emissions inspection.

### **Exemptions**
Several types of vehicles are exempt from emissions testing:
*   **New Vehicles:** Vehicles less than 3 years old are exempt. For registration in 2025, this includes all 2023 and newer model year vehicles.
*   **Older Vehicles:** Vehicles 25 years old or older are exempt. For registration in 2025, this includes model years 2000 and older.
*   **Diesel and Alternative Fuel Vehicles:** Diesel-powered vehicles and vehicles that run exclusively on alternative fuels like propane or natural gas are exempt. However, bi-fuel or flexible-fuel vehicles that can run on gasoline must be tested.
*   **Other Exemptions:** Motorcycles, recreational vehicles (RVs), and motor homes are also exempt.

### **Senior Exemption**
A senior exemption is available for vehicle owners who are 65 or older, own a vehicle that is 10 model years old or older, and drive less than 5,000 miles per year.

### **Out-of-Area Extensions and Waivers**
*   **Out-of-Area Extension:** If you are temporarily out of the area (e.g., military deployment, student), you may be able to get an extension.
*   **Repair Waivers:** If your vehicle fails the emissions test twice, you may be eligible for a waiver if you have spent a minimum amount on qualified repairs at a certified facility.

You can find authorized emissions inspection stations and more detailed information on the Georgia's Clean Air Force website.",
HI,Emissions,Safety Inspection,https://hidot.hawaii.gov/highways/files/2022/12/PMVI-Manual-for-Inspectors-of-Passenger-Cars-and-Light-Trucks-Update-2022-12-20.pdf,"Hawaii does not have a statewide emissions testing requirement for vehicles. The state's focus is on an annual safety inspection to ensure vehicles are roadworthy. This safety inspection is required for all motor vehicles and must be passed every year.

The annual safety inspection covers a wide range of vehicle components, including:
*   Brakes
*   Lights
*   Tires and wheels
*   Steering and suspension
*   Exhaust system
*   Seat belts
*   Horn
*   Windows and mirrors

While there is no emissions test, the safety inspection does include a check of the exhaust system for leaks and to ensure it is functioning as designed.

After a vehicle passes the safety inspection, a certificate of compliance is issued, which is valid for one year. If a vehicle fails, the owner receives a report of the issues that need to be addressed before it can be re-inspected.

It is important to note that while Hawaii does not mandate emissions testing, keeping a vehicle's emissions system in good condition is still recommended for environmental and performance reasons.",
ID,Emissions,Vehicle Emissions Testing Program,https://www.idahovip.org/,"As of July 1, 2023, vehicle emissions testing is no longer required in Ada and Canyon counties. The Idaho legislature passed a law in 2022 to repeal the state's requirement for an emissions testing program.

Prior to this change, emissions testing was required in Ada County, Canyon County, and the city of Kuna to combat air pollution. Generally, gasoline and diesel-powered vehicles model year 1981 and newer that were older than five years had to be tested every other year.

Some vehicles were exempt from testing, including:
* Vehicles less than five years old.
* Vehicles model year 1981 or older.
* Hybrid and electric vehicles.
* Classic automobiles.
* Motorhomes.
* Vehicles with a gross vehicle weight under 1,500 pounds.
* Farm equipment.

If you are a new resident, you will need to have the Vehicle Identification Number (VIN) inspected. This can be done by a deputy at the county assessor's motor vehicle office or the county sheriff's office.",
IL,Emissions,Illinois Air Team,https://illinoisairteam.net/,"In Illinois, vehicle emissions testing is required in certain areas to comply with the federal Clean Air Act and the Illinois Vehicle Emissions Inspection Law of 2005. The program is designed to identify vehicles with malfunctioning emission control systems and reduce air pollution.

### **Testing Requirements**

*   **Vehicles Subject to Testing:** Most gasoline-powered passenger vehicles from model year 1996 or newer that are four years old or older require an emissions test. This includes light-duty trucks, SUVs, and vans. Heavy-duty vehicles with a gross vehicle weight rating between 8,501 and 14,000 pounds from model year 2007 or newer also require testing.
*   **Testing Frequency:** Vehicles must be tested every two years. Typically, vehicles with even model years are tested in even-numbered years, and those with odd model years are tested in odd-numbered years.
*   **Test Notice:** The Illinois Environmental Protection Agency (IEPA) will send a notice when your vehicle needs an emissions test. The inspection month coincides with the expiration date of your vehicle's license plate.
*   **Test Type:** The inspection is an On-Board Diagnostic (OBD) test, which uses a scanning tool to check the vehicle's onboard computer.

### **Geographic Areas Requiring Testing**

Emissions testing is required for vehicles registered in the following areas:

*   **Chicago Metropolitan Area:** Cook, DuPage, Kane, Lake, McHenry, and Will counties, as well as parts of Grundy and Kendall counties.
*   **Metro-East St. Louis Area:** Madison, Monroe, and St. Clair counties.

You can check if your specific zip code requires testing on the Illinois Air Team website.

### **Exemptions**

The following vehicles are exempt from emissions testing:

*   Vehicles from model year 1967 or older.
*   Diesel-powered vehicles.
*   Electric vehicles and hybrids with no gasoline engine.
*   Motorcycles and farm vehicles.
*   Vehicles used exclusively for parades or sporting events may be able to apply for an exemption.

### **Failing an Emissions Test**

If your vehicle fails the emissions test, you will need to have it repaired and retested. You may be eligible for a repair waiver if your vehicle still fails after being repaired and tested at least twice. Failure to comply with emissions testing requirements can result in a fine of up to $300 and the inability to renew your vehicle's registration.",
IN,Emissions,Clean Air Car Check Program,https://www.in.gov/bmv/registration-plates/vehicle-registrations/clean-air-car-check-program/,"In Indiana, vehicle emissions testing is required every two years for vehicles registered in Lake and Porter counties. This program, known as the Clean Air Car Check Program, is designed to identify vehicles with high emissions of nitrogen oxides (NOx) and volatile organic compounds (VOCs), which contribute to the formation of ground-level ozone.

Here are the key points regarding Indiana's vehicle emissions requirements:

*   **Counties:** The emissions testing requirement applies to vehicles registered in Lake and Porter counties.
*   **Frequency:** Tests are required every two years. Vehicles with odd-numbered model years are tested in odd-numbered years, and those with even-numbered model years are tested in even-numbered years.
*   **Vehicles Subject to Testing:** The requirement applies to vehicles manufactured after 1975 with a gross vehicle weight rating (GVWR) of 9,000 pounds or less.
*   **Exemptions:** Vehicles from the four most recent model years and antique vehicles are exempt from testing.
*   **Testing Procedure:** The type of test depends on the vehicle's model year.
    *   **1996 and newer:** An On-Board Diagnostic (OBDII) test is performed.
    *   **1981-1995:** An Inspection and Maintenance (I/M 93) test is conducted on a dynamometer.
    *   **1976-1980:** A single idle speed (BAR 90) test is used.
    *   All vehicles receive a gas cap pressure check.

You can find more information about testing locations, hours, and services on the Clean Air Car Check website.",
IA,Emissions,Vehicle emissions testing in Iowa,https://www.acuraofjohnston.com/vehicle-emissions-testing-in-iowa/,"Iowa does not have vehicle emissions testing requirements for passenger cars. The state does not mandate smog checks because it does not have any metropolitan areas that are out of compliance with the U.S. Clean Air Act.

While emissions tests are not required for registration, some situations do require a vehicle inspection in Iowa. These are primarily for salvage or rebuilt vehicles, specially constructed or reconstructed vehicles, homemade trailers over 2,000 pounds, and out-of-state vehicles with only a registration. These inspections focus on safety and verifying the vehicle identification number (VIN), not on emissions.

Even though not required, some repair shops in Iowa offer voluntary emissions inspections to help vehicle owners identify and address issues that could increase pollution or reduce engine efficiency.",
KS,Emissions,Vehicle Inspection Program,https://www.ksrevenue.gov/dov-newlienkansas.html,"Kansas does not have vehicle emissions testing requirements for most vehicles. This is because the state does not have any metropolitan areas that fail to meet the standards of the U.S. Clean Air Act. While not required, vehicle owners are encouraged to keep their vehicles in good working order to minimize environmental impact.

However, Kansas does have a vehicle inspection program for certain situations. A Vehicle Identification Number (VIN) inspection is required for any vehicle being registered in Kansas for the first time. These inspections are conducted by the Kansas Highway Patrol and are intended to prevent vehicle theft and fraud. A VIN inspection is also required for reconstructed vehicles or when the vehicle's identification is in question.

While most vehicles in Kansas are exempt from periodic safety inspections, voluntary inspections are encouraged to identify potential issues before they become serious problems.",
KY,Emissions,Vehicle Emissions Testing,https://transportation.ky.gov/Motor-Vehicle-Licensing/Pages/Vehicle-Titling-and-Registration.aspx,"The state of Kentucky does not have a statewide vehicle emissions testing requirement. A previous requirement for some northern counties ended in 2005.

However, if you are bringing a vehicle to Kentucky from another state, it will need to be inspected by the Sheriff in the county where it will be licensed. This inspection includes checking the Vehicle Identification Number (VIN), lights, wipers, horn, turn signals, glass, brakes, tires, and exhaust.

While not required, voluntary emissions tests are available. Also, there are federal tax deductions available for owners of eco-friendly vehicles.",
LA,Emissions,Vehicle Inspection,https://www.expresslane.org/,"In Louisiana, all vehicles are required to have an annual safety inspection that includes a check of the exhaust system and emission components.

For vehicles registered in the parishes of Ascension, East Baton Rouge, Iberville, Livingston, and West Baton Rouge, a more comprehensive emissions inspection is required.

Here are the specifics for the enhanced emissions testing:

*   **Affected Vehicles:** The requirement applies to gasoline-fueled passenger cars and trucks with a gross vehicle weight rating of 10,000 pounds or less. Sources vary on the model years, with some indicating 1996 and newer and others 1980 and newer.
*   **Testing Frequency:** Emissions tests must be performed annually. While a two-year inspection sticker exists, it is for safety inspections only.
*   **Inspection Process:** The emissions inspection includes an On-Board Diagnostics (OBD-II) test for vehicles model year 1996 and newer, a visual check of emission control devices, and a gas cap integrity test.
*   **Required Documents:** To get your vehicle inspected, you will need a valid driver's license, current vehicle registration, and proof of insurance.
*   **New Residents:** If you are a new resident of Louisiana, you must have your vehicle inspected and registered within 30 days.
*   **Failed Inspections:** If a vehicle fails the emissions test, the owner will receive a 30-day temporary sticker to allow time for repairs and a retest.",
ME,Emissions,Vehicle Emissions Testing,https://www.maine.gov/dep/air/mobile/enhanced-auto-inspection-maintenance.html,"In Maine, vehicle emissions testing is only required for gasoline-powered vehicles registered in Cumberland County. This requirement is part of the state's annual safety inspection. The emissions test includes a visual inspection of the emissions control equipment, a gas cap pressure test, and an Onboard Diagnostics (OBD) test for vehicles manufactured in 1996 or later.

Several types of vehicles are exempt from emissions testing, even in Cumberland County. These include:
*   Vehicles driven less than 1,000 miles per year.
*   Antique vehicles (over 25 years old).
*   Motorcycles and mopeds.
*   Farm tractors.
*   Island vehicles.
*   Low-speed and experimental vehicles.
*   Certain specific models and model years of Subaru, Mitsubishi, Volvo, and Chrysler vehicles.

If a vehicle fails the emissions test, the owner has 30 days to make repairs and pass a retest. Federal law requires that emissions systems on vehicles from 1995 and newer are warrantied for two years or 24,000 miles, and the OBDII system and catalytic converter are warrantied for eight years or 80,000 miles.

New residents in Maine with a vehicle registered in another state must get a Maine inspection once their out-of-state inspection expires. If the vehicle has not been inspected, it must pass a Maine inspection upon registration.",
MD,Emissions,Vehicle Emissions Inspection Program,https://mva.maryland.gov/vehicles/Pages/registration/veip.aspx,"In Maryland, most vehicles are required to undergo an emissions inspection every two years to comply with the state's Vehicle Emissions Inspection Program (VEIP). The program is designed to help improve air quality by identifying vehicles that are releasing excessive pollutants.

### Testing Frequency and Notification
Vehicle owners are typically notified by mail or email 8-11 weeks before their testing deadline. New vehicles under original ownership are exempt for the first six years and then are tested every two years. Used vehicles, including those with a change of ownership, must be tested two years after purchase.

### Exemptions from Emissions Testing
Several types of vehicles are exempt from VEIP requirements, including:
*   Motorcycles.
*   Vehicles 20 years old or older.
*   Fully electric (EV) and certain plug-in hybrid vehicles.
*   Historic or antique vehicles.
*   Vehicles owned by senior citizens (70+) or persons with disabilities who drive less than 5,000 miles annually may be eligible for a waiver.
*   Active-duty military members deployed to a location without an emissions testing program may also qualify for a waiver.

### The Inspection Process
There are 18 VEIP stations located throughout Maryland. The standard test fee is $14, but a self-service kiosk option is available for $10 for eligible vehicles. During the inspection, a certified technician will perform a visual inspection and an On-Board Diagnostic (OBD) test for vehicles model year 1996 and newer. Older vehicles may undergo a gas cap test.

To prepare for the test, ensure your vehicle's gas cap is on correctly and that there are no visible exhaust leaks. It is also recommended to drive your vehicle for at least 20 minutes at highway speeds before arriving at the station to ensure it is properly warmed up. You will need to bring your vehicle, the test notice or registration card, and the test fee.

### Failing the Test
If your vehicle fails the inspection, the first retest is free. You will need to have the necessary repairs made by a certified emissions repair facility or a mechanic of your choice. If the cost of repairs exceeds $450, you may be eligible for a repair waiver.",
MA,Emissions,Massachusetts Vehicle Check,https://www.mass.gov/info-details/massachusetts-vehicle-check,"In Massachusetts, all registered vehicles are required to undergo an annual safety inspection. Many vehicles must also pass an emissions test at the same time. The cost for the combined safety and emissions inspection is $35.

### Emissions Testing Requirements

Whether a vehicle needs an emissions test depends on its age, weight, and fuel type.

**The following vehicles require an annual On-Board Diagnostic (OBD) emissions test:**
*   Passenger cars, trucks, and SUVs with a model year of 2011 or newer.
*   Light-duty diesel vehicles (under 8,500 lbs.) with a model year of 2011 or newer.
*   Medium-duty diesel vehicles (8,501 to 14,000 lbs.) with a model year of 2011 or newer.
*   Medium-duty non-diesel vehicles (8,501 to 14,000 lbs.) with a model year of 2011 or newer.

**Vehicles exempt from emissions testing include:**
*   Cars, trucks, and SUVs manufactured before model year 2011. However, they will fail the safety inspection if they produce excessive smoke.
*   Light-duty diesel vehicles (under 8,500 lbs.) manufactured before model year 2011.
*   Medium-duty diesel vehicles (10,000 lbs. or less) that are either manufactured before model year 2011 or are 15 years or older.
*   Vehicles powered exclusively by electricity.
*   Certain off-road vehicles like ATVs, bulldozers, and cranes.

### New Vehicles

All new passenger vehicles sold and registered in Massachusetts must meet California's strict emissions standards. If a new car has 7,500 miles or less, it must have factory-installed, California-certified emission control systems.

### Failing an Inspection

If your vehicle fails the emissions test, you will receive a black R rejection sticker. If it fails the safety inspection or both, you will get a red R sticker. You have 60 days to make the necessary repairs and have the vehicle re-inspected. A failed safety inspection re-test within 60 days is free.

It's important to note that a vehicle with an illuminated check engine light will typically fail the inspection.

### Commercial Vehicles

All commercial motor vehicles,trailers,and converter dollies are subject to the Massachusetts Commercial Motor Vehicle Inspection, which is equivalent to the annual federal DOT inspection.",
